customer_id,age,region,segment,salary,account_type,credit_history_depth,loan_amount,interest_income,fees_income,operational_cost,default_status,transaction_volume,digital_channel_usage,monthly_profit,risk_score
954,63,Central,SME,531227.08,Current,19,734761.81,17290.08,17847.57,27762.48,1,247,0.59,6739.63,0.65
955,51,Central,SME,2381039.82,Current,3,252143.96,14672.43,1251.83,10821.11,1,196,0.34,24503.63,0.08
956,66,North,SME,479954.49,Savings,12,490810.3,34532.82,6729.52,19951.1,0,146,0.63,40944.93,0.18
957,31,South,Retail,1440931.93,Current,16,75533.27,65405.23,12480.34,29985.04,1,565,0.91,28868.59,0.48
958,43,South,Retail,1469320.44,Savings,17,617866.65,67436.0,10556.47,8113.17,0,195,0.27,29858.36,0.65
959,62,Central,Retail,1249579.93,Savings,7,665857.77,41636.49,4876.72,17409.6,0,153,0.51,24756.67,0.15
960,44,Central,SME,1629625.86,Current,13,378674.21,68864.87,8411.99,20984.2,0,420,0.96,45999.61,0.19
961,26,South,Retail,613075.48,Current,2,954422.78,435.5,18219.89,5189.43,0,524,0.17,46254.65,0.2
962,43,South,Retail,1404022.56,Savings,4,874168.92,2813.97,16764.5,4715.58,0,20,0.72,23199.78,0.24
963,64,South,Retail,961824.48,Savings,10,707940.92,72945.73,1888.18,13852.34,0,110,0.61,11816.77,0.23
964,39,North,Retail,1671084.79,Savings,7,713652.07,62026.55,18708.16,11758.63,1,287,0.68,20277.29,0.4
965,64,South,Retail,395997.68,Savings,17,252401.71,36056.48,1420.84,21512.2,0,108,0.35,5260.69,0.65
966,47,South,Retail,1448649.67,Current,6,656815.23,60288.81,13618.87,2364.41,0,365,0.31,29998.94,0.44
967,60,South,SME,503912.37,Business,19,198206.27,76451.16,6575.56,29173.35,0,39,0.68,22505.08,0.78
968,65,South,Retail,732675.5,Savings,5,144003.22,61767.16,14733.48,724.03,0,117,0.22,681.53,0.72
969,34,South,Retail,585839.01,Current,10,999467.89,67389.71,6607.08,18159.11,0,312,0.42,5870.63,0.13
970,43,Central,Retail,497952.56,Business,9,622375.93,60848.53,24625.45,17010.19,0,57,0.19,21379.76,0.05
971,53,South,Retail,2072991.83,Business,13,430987.87,13456.89,7812.23,4301.06,1,85,0.01,43817.39,0.88
972,18,North,Retail,749983.54,Savings,19,288164.52,66685.93,6124.82,4782.2,0,373,0.97,26151.49,0.08
973,25,South,SME,2321453.27,Business,6,603920.44,15608.71,7033.79,23842.52,0,246,0.43,32484.43,0.15
974,66,Central,Retail,2426319.99,Savings,4,49593.51,71408.91,22422.17,26660.61,0,35,0.97,13646.57,0.02
975,52,North,SME,1449588.15,Savings,3,94680.99,36691.99,15941.85,8705.6,0,365,0.14,26427.63,0.63
976,69,Central,Retail,400352.75,Savings,3,32856.7,54158.14,18294.03,13307.53,1,237,0.59,19605.89,0.58
977,32,Central,Retail,967643.2,Savings,4,499169.83,39779.27,22958.46,10843.35,0,38,0.2,31252.15,0.99
978,64,South,SME,2004444.05,Savings,5,600606.63,7519.27,22805.62,2454.65,0,247,0.79,-2218.34,0.89
979,39,South,Retail,950107.29,Savings,8,62479.76,23257.78,18499.75,20294.17,0,63,0.78,22131.51,0.41
980,31,Central,Retail,263192.18,Savings,16,721224.47,78698.55,5025.83,24808.23,0,533,0.11,11279.59,0.37
981,43,North,Retail,1414123.03,Business,3,230395.07,76857.18,21100.0,9354.92,0,82,0.91,12940.18,0.3
982,45,Central,Retail,2120546.09,Business,12,685201.45,25638.95,5174.02,29708.22,0,306,0.19,47850.46,0.15
983,40,Central,SME,2000019.65,Savings,8,981897.14,79703.74,18598.18,2552.79,0,116,0.61,5048.21,0.14
984,31,Central,Retail,479051.69,Business,13,691105.87,67644.1,17171.52,19955.18,0,417,0.99,12118.49,0.13
985,41,South,SME,1698273.31,Business,4,883193.05,48876.76,18996.33,13612.37,0,321,0.88,23044.09,0.11
986,19,South,SME,590235.45,Current,14,948198.51,3209.97,13363.87,13564.08,0,149,0.96,42466.48,0.24
987,62,Central,Retail,584608.46,Savings,14,486751.05,72115.75,16004.28,13892.07,0,22,0.34,17916.85,0.31
988,43,North,Corporate,2191475.84,Current,13,702324.98,44594.34,23837.67,7982.85,0,355,0.11,35912.59,0.96
989,31,South,Retail,661688.93,Business,6,851969.25,69478.09,2617.11,21552.22,1,159,0.19,42100.58,0.58
990,68,Central,Corporate,694956.0,Current,17,356608.91,66754.33,7790.3,21730.82,0,510,0.5,12050.9,0.99
991,24,South,Retail,51600.81,Savings,4,261397.32,66640.5,15322.79,8687.19,0,364,0.79,16601.26,0.37
992,20,Central,SME,2183139.13,Current,8,946598.57,55853.91,24104.95,25108.6,0,336,0.15,14610.59,0.46
993,64,South,Retail,1991857.29,Current,17,726303.5,23313.21,2479.8,9710.29,0,532,0.66,40807.07,0.32
994,40,South,Retail,1586955.89,Current,3,219682.13,26892.82,661.48,21835.27,0,16,0.32,-2560.92,0.18
995,63,Central,Retail,1888151.12,Savings,17,449083.39,24677.54,1488.17,3893.69,0,79,0.34,11963.16,0.14
996,60,South,SME,422518.99,Savings,9,796451.77,1603.68,1404.9,5310.44,0,216,0.66,32367.47,0.95
997,64,Central,Retail,1172892.81,Business,2,547062.99,46605.51,22704.61,9679.13,0,287,0.47,26099.39,0.99
998,62,Central,Retail,910487.5,Business,13,649952.1,55906.69,18059.32,17938.05,0,199,0.81,18995.91,0.04
999,35,North,SME,279752.49,Savings,2,753768.2,68309.28,16959.95,19471.69,1,34,0.16,24697.15,0.15
1000,55,South,SME,1241019.69,Business,11,622009.19,11213.23,13112.06,12071.78,0,13,0.79,5867.15,0.42
